COUNTRY,YEAR,PTYPE,GENDEATHMAG,ETHMAGFATAL,ETHMAGFIGHT,REVMAGFATAL,REVMAGFIGHT
Angola,1990,2,0,0,0,3,4
Angola,1991,4,3,0,0,0,0
Angola,1991,1,0,3,4,0,0
Angola,1991,2,0,0,0,3,4
Angola,1992,4,3.5,0,0,0,0
Angola,1992,1,0,2,4,0,0
Angola,1992,2,0,0,0,2,4
Angola,1993,4,3.5,0,0,0,0
Angola,1993,1,0,4,4,0,0
Angola,1993,2,0,0,0,4,4
Angola,1994,4,3.5,0,0,0,0
Angola,1994,1,0,4,4,0,0
Angola,1994,2,0,0,0,4,4
Angola,1995,1,0,1,1,0,0
Angola,1995,2,0,0,0,1,1
Angola,1996,1,0,0,1,0,0
Angola,1996,2,0,0,0,0,1
Angola,1997,1,0,0,1,0,0
Angola,1997,2,0,0,0,0,1
Angola,1998,4,3,0,0,0,0
Angola,1998,1,0,1,4,0,0
Angola,1998,2,0,0,0,1,4
Angola,1999,4,3,0,0,0,0
Angola,1999,1,0,4,4,0,0
Angola,1999,2,0,0,0,4,4
Angola,2000,4,3,0,0,0,0
Angola,2000,1,0,2,3,0,0
Angola,2000,2,0,0,0,2,3
Angola,2001,4,3,0,0,0,0
Angola,2001,1,0,2,4,0,0
Angola,2001,2,0,0,0,2,4
Angola,2002,4,3,0,0,0,0
Angola,2002,1,0,1,4,0,0
Angola,2002,2,0,0,0,1,4
Argentina,1976,4,1.5,0,0,0,0
Argentina,1977,4,1.5,0,0,0,0
Argentina,1978,4,1.5,0,0,0,0
Argentina,1979,4,1,0,0,0,0
Argentina,1980,4,1,0,0,0,0
Azerbaijan,1991,1,0,1,2,0,0
Azerbaijan,1992,1,0,2,2,0,0
Azerbaijan,1993,1,0,2,3,0,0
Azerbaijan,1994,1,0,2,3,0,0
Azerbaijan,1995,1,0,1,2,0,0
Azerbaijan,1996,1,0,1,2,0,0
Azerbaijan,1997,1,0,1,2,0,0
Bangladesh,1976,1,0,1,1,0,0
Bangladesh,1977,1,0,1,2,0,0
Bangladesh,1978,1,0,1,2,0,0
Bangladesh,1979,1,0,1,2,0,0
Bangladesh,1980,1,0,2,2,0,0
Bangladesh,1981,1,0,2,2,0,0
Bangladesh,1982,1,0,1,2,0,0
Bangladesh,1983,1,0,0,2,0,0
Bangladesh,1984,1,0,1,2,0,0
Bangladesh,1985,1,0,2,2,0,0
Bangladesh,1986,1,0,2,2,0,0
Bangladesh,1987,1,0,1,2,0,0
Bangladesh,1988,1,0,1,2,0,0
Bangladesh,1989,1,0,1,2,0,0
Bangladesh,1990,1,0,1,2,0,0
Bangladesh,1991,1,0,0,2,0,0
Bosnia,1992,4,4,0,0,0,0
Bosnia,1992,1,0,4,4,0,0
Bosnia,1993,4,4,0,0,0,0
Bosnia,1993,1,0,4,4,0,0
Bosnia,1994,4,2.5,0,0,0,0
Bosnia,1994,1,0,2,4,0,0
Bosnia,1995,4,3,0,0,0,0
Bosnia,1995,1,0,2,4,0,0
Burundi,1965,4,2,0,0,0,0
Burundi,1966,4,0,0,0,0,0
Burundi,1967,4,0.5,0,0,0,0
Burundi,1968,4,0,0,0,0,0
Burundi,1969,4,1,0,0,0,0
Burundi,1970,4,0.5,0,0,0,0
Burundi,1971,4,0.5,0,0,0,0
Burundi,1972,4,4,0,0,0,0
Burundi,1972,1,0,2,9,0,0
Burundi,1973,4,3,0,0,0,0
Burundi,1988,4,2.5,0,0,0,0
Burundi,1988,1,0,3,4,0,0
Burundi,1989,1,0,0,4,0,0
Burundi,1990,1,0,1,4,0,0
Burundi,1991,1,0,2,4,0,0
Burundi,1992,1,0,0,4,0,0
Burundi,1993,4,3.5,0,0,0,0
Burundi,1993,1,0,3,4,0,0
Burundi,1994,1,0,2,4,0,0
Burundi,1995,1,0,2,4,0,0
Burundi,1996,1,0,3,4,0,0
Burundi,1997,1,0,3,4,0,0
Burundi,1998,1,0,2,4,0,0
Burundi,1999,1,0,2,4,0,0
Burundi,2000,1,0,1,4,0,0
Burundi,2001,1,0,2,4,0,0
Burundi,2002,1,0,2,4,0,0
Burundi,2003,1,0,1,4,0,0
Burundi,2004,1,0,1,2,0,0
Burundi,2005,1,0,0,1,0,0
Cambodia,1970,2,0,0,0,1,4
Cambodia,1971,2,0,0,0,2,4
Cambodia,1972,2,0,0,0,2,4
Cambodia,1973,2,0,0,0,4,4
Cambodia,1974,2,0,0,0,2,4
Cambodia,1975,4,5,0,0,0,0
Cambodia,1975,2,0,0,0,9,4
Cambodia,1976,4,5,0,0,0,0
Cambodia,1977,4,4.5,0,0,0,0
Cambodia,1978,4,4,0,0,0,0
Cambodia,1979,4,2.5,0,0,0,0
Cambodia,1979,2,0,0,0,3,4
Cambodia,1980,2,0,0,0,2,4
Cambodia,1981,2,0,0,0,1,4
Cambodia,1982,2,0,0,0,2,4
Cambodia,1983,2,0,0,0,2,4
Cambodia,1984,2,0,0,0,2,4
Cambodia,1985,2,0,0,0,2,4
Cambodia,1986,2,0,0,0,1,4
Cambodia,1987,2,0,0,0,1,4
Cambodia,1988,2,0,0,0,0,4
Cambodia,1989,2,0,0,0,1,4
Cambodia,1990,2,0,0,0,2,4
Cambodia,1991,2,0,0,0,1,4
Central African Republic,2005,1,0,1,2,0,0
Central African Republic,2006,1,0,2,2,0,0
Central African Republic,2007,1,0,1,2,0,0
Central African Republic,2008,1,0,1,2,0,0
Central African Republic,2009,1,0,1,2,0,0
Central African Republic,2010,1,0,1,2,0,0
Central African Republic,2011,1,0,1,3,0,0
Central African Republic,2012,1,0,1,3,0,0
Central African Republic,2012,1,0,0,2,0,0
Central African Republic,2013,4,1,0,0,0,0
Central African Republic,2013,1,0,0,3,0,0
Central African Republic,2013,1,0,2,3,0,0
Central African Republic,2014,4,2,0,0,0,0
Central African Republic,2014,1,0,3,3,0,0
Central African Republic,2015,4,0.5,0,0,0,0
Central African Republic,2015,1,0,1,2,0,0
Chad,1965,1,0,2,2,0,0
Chad,1966,1,0,2,2,0,0
Chad,1967,1,0,2,2,0,0
Chad,1968,1,0,2,2,0,0
Chad,1969,1,0,2,2,0,0
Chad,1970,1,0,2,2,0,0
Chad,1971,1,0,2,2,0,0
Chad,1972,1,0,2,2,0,0
Chad,1973,1,0,2,2,0,0
Chad,1974,1,0,2,2,0,0
Chad,1975,1,0,2,2,0,0
Chad,1976,1,0,2,2,0,0
Chad,1977,1,0,2,2,0,0
Chad,1978,1,0,2,2,0,0
Chad,1979,1,0,2,2,0,0
Chad,1980,1,0,2,2,0,0
Chad,1981,1,0,2,2,0,0
Chad,1982,1,0,2,2,0,0
Chad,1983,1,0,2,2,0,0
Chad,1984,1,0,2,2,0,0
Chad,1985,1,0,2,2,0,0
Chad,1986,1,0,2,2,0,0
Chad,1987,1,0,2,2,0,0
Chad,1988,1,0,0,2,0,0
Chad,1989,1,0,1,2,0,0
Chad,1990,1,0,3,3,0,0
Chad,1991,1,0,1,2,0,0
Chad,1992,1,0,1,3,0,0
Chad,1993,1,0,1,2,0,0
Chad,1994,1,0,0,2,0,0
Chad,2005,2,0,0,0,1,2
Chad,2006,2,0,0,0,2,2
Chad,2007,2,0,0,0,1,3
Chad,2008,2,0,0,0,2,3
Chad,2009,2,0,0,0,2,3
Chad,2010,2,0,0,0,1,2
Chile,1973,4,2,0,0,0,0
Chile,1974,4,2,0,0,0,0
Chile,1975,4,1.5,0,0,0,0
Chile,1976,4,1.5,0,0,0,0
China,1956,1,0,1,4,0,0
China,1957,1,0,2,4,0,0
China,1958,1,0,2,4,0,0
China,1959,4,4,0,0,0,0
China,1959,1,0,2,4,0,0
China,1966,4,3.5,0,0,0,0
China,1966,2,0,0,0,9,4
China,1967,4,3.5,0,0,0,0
China,1967,2,0,0,0,4,4
China,1968,4,3.5,0,0,0,0
China,1968,2,0,0,0,4,4
China,1969,4,3.5,0,0,0,0
China,1969,2,0,0,0,4,4
China,1970,4,3.5,0,0,0,0
China,1971,4,3.5,0,0,0,0
China,1972,4,3.5,0,0,0,0
China,1973,4,3.5,0,0,0,0
China,1974,4,3.5,0,0,0,0
China,1975,4,3.5,0,0,0,0
China,1988,1,0,2,9,0,0
China,1989,1,0,2,9,0,0
China,1989,2,0,0,0,2,4
China,1990,1,0,2,9,0,0
China,1991,1,0,1,9,0,0
China,1992,1,0,2,9,0,0
China,1993,1,0,1,9,0,0
China,1994,1,0,1,1,0,0
China,1995,1,0,4,1,0,0
China,1996,1,0,1,2,0,0
China,1997,1,0,1,2,0,0
China,1998,1,0,1,2,0,0
China,2009,1,0,1,2,0,0
China,2010,1,0,1,2,0,0
China,2011,1,0,0,2,0,0
China,2012,1,0,0,2,0,0
China,2013,1,0,1,2,0,0
China,2014,1,0,1,2,0,0
China,2015,1,0,1,2,0,0
Colombia,1948,2,0,0,0,2,3
Colombia,1949,2,0,0,0,2,3
Colombia,1950,2,0,0,0,4,3
Colombia,1951,2,0,0,0,4,4
Colombia,1952,2,0,0,0,4,4
Colombia,1953,2,0,0,0,4,4
Colombia,1954,2,0,0,0,4,4
Colombia,1955,2,0,0,0,4,4
Colombia,1956,2,0,0,0,4,4
Colombia,1957,2,0,0,0,3,4
Colombia,1958,2,0,0,0,3,3
Colombia,1959,2,0,0,0,2,2
Colombia,1960,2,0,0,0,1,2
Colombia,1975,2,0,0,0,0,2
Colombia,1976,2,0,0,0,1,2
Colombia,1977,2,0,0,0,1,2
Colombia,1978,2,0,0,0,1,2
Colombia,1979,2,0,0,0,1,2
Colombia,1980,2,0,0,0,1,2
Colombia,1981,2,0,0,0,1,2
Colombia,1982,2,0,0,0,1,3
Colombia,1983,2,0,0,0,1,3
Colombia,1984,2,0,0,0,1,3
Colombia,1985,2,0,0,0,1,3
Colombia,1986,2,0,0,0,1,3
Colombia,1987,2,0,0,0,2,3
Colombia,1988,2,0,0,0,2,3
Colombia,1989,2,0,0,0,2,3
Colombia,1990,2,0,0,0,2,3
Colombia,1991,2,0,0,0,2,3
Colombia,1992,2,0,0,0,2,3
Colombia,1993,2,0,0,0,2,3
Colombia,1994,2,0,0,0,2,3
Colombia,1995,2,0,0,0,2,3
Colombia,1996,2,0,0,0,1,3
Colombia,1997,2,0,0,0,2,3
Colombia,1998,2,0,0,0,2,3
Colombia,1999,2,0,0,0,4,4
Colombia,2000,2,0,0,0,2,4
Colombia,2001,2,0,0,0,1,4
Colombia,2002,2,0,0,0,2,4
Colombia,2003,2,0,0,0,2,4
Colombia,2004,2,0,0,0,2,4
Colombia,2005,2,0,0,0,2,4
Colombia,2006,2,0,0,0,2,4
Colombia,2007,2,0,0,0,3,4
Colombia,2008,2,0,0,0,3,4
Colombia,2009,2,0,0,0,2,3
Colombia,2010,2,0,0,0,2,3
Colombia,2011,2,0,0,0,2,3
Colombia,2012,2,0,0,0,1,3
Colombia,2013,2,0,0,0,1,3
Colombia,2014,2,0,0,0,2,3
Colombia,2015,2,0,0,0,1,3
Congo-Brazzaville,1997,2,0,0,0,3,3
Congo-Brazzaville,1998,2,0,0,0,2,4
Congo-Brazzaville,1999,2,0,0,0,2,4
Congo-Kinshasa,1960,1,0,2,9,0,0
Congo-Kinshasa,1960,2,0,0,0,1,3
Congo-Kinshasa,1961,1,0,4,9,0,0
Congo-Kinshasa,1961,2,0,0,0,2,4
Congo-Kinshasa,1962,1,0,4,9,0,0
Congo-Kinshasa,1962,2,0,0,0,2,3
Congo-Kinshasa,1963,1,0,4,9,0,0
Congo-Kinshasa,1963,2,0,0,0,2,3
Congo-Kinshasa,1964,4,2,0,0,0,0
Congo-Kinshasa,1964,1,0,4,9,0,0
Congo-Kinshasa,1964,2,0,0,0,4,4
Congo-Kinshasa,1965,4,0,0,0,0,0
Congo-Kinshasa,1965,1,0,4,9,0,0
Congo-Kinshasa,1965,2,0,0,0,3,4
Congo-Kinshasa,1977,4,1,0,0,0,0
Congo-Kinshasa,1977,1,0,9,2,0,0
Congo-Kinshasa,1978,4,2.5,0,0,0,0
Congo-Kinshasa,1978,1,0,1,2,0,0
Congo-Kinshasa,1979,4,0.5,0,0,0,0
Congo-Kinshasa,1992,1,0,1,4,0,0
Congo-Kinshasa,1993,1,0,3,4,0,0
Congo-Kinshasa,1994,1,0,0,4,0,0
Congo-Kinshasa,1995,1,0,1,4,0,0
Congo-Kinshasa,1996,1,0,1,4,0,0
Congo-Kinshasa,1996,2,0,0,0,1,3
Congo-Kinshasa,1997,1,0,2,4,0,0
Congo-Kinshasa,1997,2,0,0,0,2,4
Congo-Kinshasa,1998,1,0,1,4,0,0
Congo-Kinshasa,1998,2,0,0,0,2,4
Congo-Kinshasa,1999,1,0,4,4,0,0
Congo-Kinshasa,1999,2,0,0,0,4,4
Congo-Kinshasa,2000,1,0,4,4,0,0
Congo-Kinshasa,2000,2,0,0,0,4,4
Congo-Kinshasa,2001,1,0,4,4,0,0
Congo-Kinshasa,2001,2,0,0,0,4,4
Congo-Kinshasa,2002,1,0,4,4,0,0
Congo-Kinshasa,2002,2,0,0,0,4,4
Congo-Kinshasa,2003,1,0,3,4,0,0
Congo-Kinshasa,2003,2,0,0,0,3,4
Congo-Kinshasa,2004,1,0,2,3,0,0
Congo-Kinshasa,2005,1,0,2,3,0,0
Congo-Kinshasa,2006,1,0,2,3,0,0
Congo-Kinshasa,2007,1,0,2,3,0,0
Congo-Kinshasa,2008,1,0,2,3,0,0
Congo-Kinshasa,2009,1,0,2,3,0,0
Congo-Kinshasa,2010,1,0,1,3,0,0
Congo-Kinshasa,2011,1,0,1,2,0,0
Congo-Kinshasa,2012,1,0,1,2,0,0
Congo-Kinshasa,2013,1,0,2,2,0,0
Congo-Kinshasa,2014,1,0,2,2,0,0
Congo-Kinshasa,2015,1,0,2,2,0,0
Croatia,1991,1,0,3,4,0,0
Croatia,1992,1,0,1,4,0,0
Croatia,1993,1,0,1,4,0,0
Croatia,1994,1,0,0,4,0,0
Croatia,1995,1,0,2,4,0,0
Cuba,1956,2,0,0,0,0,1
Cuba,1957,2,0,0,0,1,1
Cuba,1958,2,0,0,0,1,1
Cuba,1959,2,0,0,0,1,4
Cyprus,1963,1,0,2,3,0,0
Cyprus,1964,1,0,2,3,0,0
Cyprus,1974,1,0,2,4,0,0
Djibouti,1991,1,0,1,1,0,0
Djibouti,1992,1,0,2,2,0,0
Djibouti,1993,1,0,1,2,0,0
Djibouti,1994,1,0,0,2,0,0
Dominican Republic,1965,2,0,0,0,2,4
Egypt,1992,2,0,0,0,0,3
Egypt,1993,2,0,0,0,1,3
Egypt,1994,2,0,0,0,1,3
Egypt,1995,2,0,0,0,1,3
Egypt,1996,2,0,0,0,0,2
Egypt,1997,2,0,0,0,1,2
Egypt,1998,2,0,0,0,0,2
Egypt,1999,2,0,0,0,0,2
Egypt,2011,2,0,0,0,2,4
Egypt,2012,2,0,0,0,0,2
Egypt,2013,2,0,0,0,2,4
Egypt,2014,2,0,0,0,1,4
Egypt,2015,2,0,0,0,1,4
El Salvador,1979,2,0,0,0,2,3
El Salvador,1980,4,2.5,0,0,0,0
El Salvador,1980,2,0,0,0,3,3
El Salvador,1981,4,2.5,0,0,0,0
El Salvador,1981,2,0,0,0,2,3
El Salvador,1982,4,2.5,0,0,0,0
El Salvador,1982,2,0,0,0,2,3
El Salvador,1983,4,2,0,0,0,0
El Salvador,1983,2,0,0,0,3,3
El Salvador,1984,4,1.5,0,0,0,0
El Salvador,1984,2,0,0,0,3,3
El Salvador,1985,4,1,0,0,0,0
El Salvador,1985,2,0,0,0,2,3
El Salvador,1986,4,1,0,0,0,0
El Salvador,1986,2,0,0,0,2,3
El Salvador,1987,4,0.5,0,0,0,0
El Salvador,1987,2,0,0,0,2,3
El Salvador,1988,4,0.5,0,0,0,0
El Salvador,1988,2,0,0,0,2,3
El Salvador,1989,4,0,0,0,0,0
El Salvador,1989,2,0,0,0,2,3
El Salvador,1990,2,0,0,0,2,3
El Salvador,1991,2,0,0,0,2,3
El Salvador,1992,2,0,0,0,0,3
Equatorial Guinea,1969,4,2,0,0,0,0
Equatorial Guinea,1970,4,2,0,0,0,0
Equatorial Guinea,1971,4,1.5,0,0,0,0
Equatorial Guinea,1972,4,0.5,0,0,0,0
Equatorial Guinea,1973,4,0.5,0,0,0,0
Equatorial Guinea,1974,4,1,0,0,0,0
Equatorial Guinea,1975,4,1.5,0,0,0,0
Equatorial Guinea,1976,4,2,0,0,0,0
Equatorial Guinea,1977,4,1,0,0,0,0
Equatorial Guinea,1978,4,1,0,0,0,0
Equatorial Guinea,1979,4,1,0,0,0,0
Ethiopia,1961,1,0,9,1,0,0
Ethiopia,1962,1,0,9,1,0,0
Ethiopia,1963,1,0,9,1,0,0
Ethiopia,1963,1,0,9,9,0,0
Ethiopia,1964,1,0,9,1,0,0
Ethiopia,1964,1,0,9,9,0,0
Ethiopia,1965,1,0,1,2,0,0
Ethiopia,1966,1,0,1,2,0,0
Ethiopia,1967,1,0,1,2,0,0
Ethiopia,1968,1,0,1,2,0,0
Ethiopia,1969,1,0,1,2,0,0
Ethiopia,1970,1,0,2,2,0,0
Ethiopia,1971,1,0,1,2,0,0
Ethiopia,1972,1,0,1,2,0,0
Ethiopia,1973,1,0,1,3,0,0
Ethiopia,1974,1,0,1,3,0,0
Ethiopia,1975,1,0,3,4,0,0
Ethiopia,1975,2,0,0,0,2,2
Ethiopia,1976,4,1,0,0,0,0
Ethiopia,1976,1,0,2,4,0,0
Ethiopia,1976,2,0,0,0,2,2
Ethiopia,1977,4,1.5,0,0,0,0
Ethiopia,1977,1,0,3,4,0,0
Ethiopia,1977,1,0,2,3,0,0
Ethiopia,1977,2,0,0,0,2,3
Ethiopia,1978,4,2,0,0,0,0
Ethiopia,1978,1,0,3,4,0,0
Ethiopia,1978,1,0,2,3,0,0
Ethiopia,1978,2,0,0,0,2,3
Ethiopia,1979,4,1.5,0,0,0,0
Ethiopia,1979,1,0,3,4,0,0
Ethiopia,1979,2,0,0,0,2,3
Ethiopia,1980,1,0,2,4,0,0
Ethiopia,1980,2,0,0,0,2,3
Ethiopia,1981,1,0,2,4,0,0
Ethiopia,1981,2,0,0,0,2,3
Ethiopia,1982,1,0,3,4,0,0
Ethiopia,1982,2,0,0,0,2,3
Ethiopia,1983,1,0,2,4,0,0
Ethiopia,1983,2,0,0,0,2,3
Ethiopia,1984,1,0,3,4,0,0
Ethiopia,1984,2,0,0,0,2,3
Ethiopia,1985,1,0,2,4,0,0
Ethiopia,1985,2,0,0,0,2,3
Ethiopia,1986,1,0,2,4,0,0
Ethiopia,1986,2,0,0,0,2,3
Ethiopia,1987,1,0,2,4,0,0
Ethiopia,1987,2,0,0,0,2,3
Ethiopia,1988,1,0,3,4,0,0
Ethiopia,1988,2,0,0,0,3,3
Ethiopia,1989,1,0,3,4,0,0
Ethiopia,1989,2,0,0,0,3,3
Ethiopia,1990,1,0,3,4,0,0
Ethiopia,1990,2,0,0,0,3,3
Ethiopia,1991,1,0,9,4,0,0
Ethiopia,1991,2,0,0,0,3,3
Ethiopia,1999,1,0,2,2,0,0
Ethiopia,2000,1,0,1,2,0,0
Ethiopia,2007,1,0,2,1,0,0
Ethiopia,2008,1,0,1,1,0,0
Ethiopia,2009,1,0,2,2,0,0
Ethiopia,2010,1,0,1,2,0,0
Ethiopia,2011,1,0,1,2,0,0
Ethiopia,2012,1,0,1,2,0,0
Ethiopia,2013,1,0,1,2,0,0
Ethiopia,2014,1,0,1,2,0,0
Ethiopia,2015,1,0,1,2,0,0
Georgia,1991,1,0,0,4,0,0
Georgia,1992,1,0,1,4,0,0
Georgia,1992,2,0,0,0,1,4
Georgia,1993,1,0,2,4,0,0
Georgia,1993,2,0,0,0,1,4
Guatemala,1966,2,0,0,0,2,9
Guatemala,1967,2,0,0,0,2,9
Guatemala,1968,2,0,0,0,2,9
Guatemala,1969,2,0,0,0,2,9
Guatemala,1970,2,0,0,0,2,9
Guatemala,1971,2,0,0,0,2,9
Guatemala,1972,2,0,0,0,2,9
Guatemala,1973,2,0,0,0,2,9
Guatemala,1974,2,0,0,0,2,9
Guatemala,1975,1,0,1,1,0,0
Guatemala,1975,2,0,0,0,2,9
Guatemala,1976,1,0,1,2,0,0
Guatemala,1976,2,0,0,0,2,9
Guatemala,1977,1,0,1,3,0,0
Guatemala,1977,2,0,0,0,2,9
Guatemala,1978,4,0.5,0,0,0,0
Guatemala,1978,1,0,1,3,0,0
Guatemala,1978,2,0,0,0,2,3
Guatemala,1979,4,0.5,0,0,0,0
Guatemala,1979,1,0,2,4,0,0
Guatemala,1979,2,0,0,0,2,3
Guatemala,1980,4,2,0,0,0,0
Guatemala,1980,1,0,2,4,0,0
Guatemala,1980,2,0,0,0,2,3
Guatemala,1981,4,2,0,0,0,0
Guatemala,1981,1,0,2,4,0,0
Guatemala,1981,2,0,0,0,3,3
Guatemala,1982,4,3.5,0,0,0,0
Guatemala,1982,1,0,2,4,0,0
Guatemala,1982,2,0,0,0,2,3
Guatemala,1983,4,1.5,0,0,0,0
Guatemala,1983,1,0,1,4,0,0
Guatemala,1983,2,0,0,0,2,3
Guatemala,1984,4,1,0,0,0,0
Guatemala,1984,1,0,1,3,0,0
Guatemala,1984,2,0,0,0,1,3
Guatemala,1985,4,1,0,0,0,0
Guatemala,1985,1,0,1,4,0,0
Guatemala,1985,2,0,0,0,1,2
Guatemala,1986,4,0.5,0,0,0,0
Guatemala,1986,1,0,1,4,0,0
Guatemala,1986,2,0,0,0,1,2
Guatemala,1987,4,0.5,0,0,0,0
Guatemala,1987,1,0,1,4,0,0
Guatemala,1987,2,0,0,0,1,2
Guatemala,1988,4,0.5,0,0,0,0
Guatemala,1988,1,0,1,4,0,0
Guatemala,1988,2,0,0,0,9,1
Guatemala,1989,4,0.5,0,0,0,0
Guatemala,1989,1,0,1,4,0,0
Guatemala,1989,2,0,0,0,9,1
Guatemala,1990,4,1,0,0,0,0
Guatemala,1990,1,0,1,4,0,0
Guatemala,1990,2,0,0,0,9,1
Guatemala,1991,1,0,1,4,0,0
Guatemala,1991,2,0,0,0,9,1
Guatemala,1992,1,0,1,4,0,0
Guatemala,1992,2,0,0,0,9,1
Guatemala,1993,1,0,1,4,0,0
Guatemala,1993,2,0,0,0,9,1
Guatemala,1994,1,0,1,4,0,0
Guatemala,1994,2,0,0,0,9,1
Guatemala,1995,2,0,0,0,9,1
Guatemala,1996,2,0,0,0,9,1
Guinea,2000,2,0,0,0,1,2
Guinea,2001,2,0,0,0,1,2
Guinea-Bissau,1998,2,0,0,0,2,2
Guinea-Bissau,1999,2,0,0,0,2,3
Hungary,1956,2,0,0,0,2,4
India,1956,1,0,1,2,0,0
India,1957,1,0,1,2,0,0
India,1958,1,0,1,2,0,0
India,1967,1,0,1,4,0,0
India,1968,1,0,1,4,0,0
India,1969,1,0,1,4,0,0
India,1970,1,0,1,4,0,0
India,1971,1,0,1,4,0,0
India,1983,1,0,1,2,0,0
India,1984,1,0,2,2,0,0
